requirement_id,module,feature,detailed_behavior,evidence_type,chapter_id,event_ids,timestamps,evidence_paths,classification,confidence,test_path,open_question_ids
CH17-F04,Reporte de salud detallado e impresión,Cambio de rango temporal,"Cambiar rango de fechas abre un calendario doble, permite seleccionar intervalo, Cargarlo y muestra Procesando antes de actualizar el encabezado.",VISIBLE,CH17,CH17-E0012 | CH17-E0017 | CH17-E0019,00:51:18.800 | 00:51:32.000 | 00:51:33.000,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0012_00h51m18s800ms_DETAIL.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0017_00h51m32s000ms_abrupt_change.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0019_00h51m33s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F05,Reporte de salud detallado e impresión,Información principal del paciente,"El reporte presenta identidad, fecha de nacimiento, edad, sexo, periodo de hospitalización, estado, tipo de paciente, tipo de módulo y adicional.",VISIBLE,CH17,CH17-E0019,00:51:33.000,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0019_00h51m33s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F06,Reporte de salud detallado e impresión,Seguros seleccionables para impresión,"Seguros del paciente expone seguro, póliza, certificado, fecha efectiva, titular y DUI/NIT, con una casilla Imprimir por fila.",VISIBLE,CH17,CH17-E0021,00:51:34.400,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0021_00h51m34s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F07,Reporte de salud detallado e impresión,Salida imprimible configurable,"El encabezado ofrece Imprimir y varias tablas incluyen casillas Imprimir, pero no se observa el documento final ni su formato.",UNCERTAIN,CH17,CH17-E0008 | CH17-E0021 | CH17-E0043,00:51:16.600 | 00:51:34.400 | 00:52:08.400,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0008_00h51m16s600ms_abrupt_change.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0021_00h51m34s400ms_abrupt_change.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0043_00h52m08s400ms_abrupt_change.jpg,UNCERTAIN,MEDIUM,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F08,Reporte de salud detallado e impresión,Navegación de Evaluación Clínica,"Evaluación Clínica separa antecedentes y evaluaciones, signos vitales, perfiles clínicos, notas de evolución, interconsultas, notas de enfermería y bitácoras.",VISIBLE,CH17,CH17-E0024,00:51:37.200,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0024_00h51m37s200ms_DETAIL.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F09,Reporte de salud detallado e impresión,Antecedentes clínicos estructurados,"Los paneles cubren alergias, antecedentes personales patológicos, hábitos personales, antecedentes quirúrgicos, antecedentes familiares y tarjeta de vacunas.",VISIBLE,CH17,CH17-E0026 | CH17-E0027,00:51:43.400 | 00:51:44.200,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0026_00h51m43s400ms_abrupt_change.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0027_00h51m44s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F10,Reporte de salud detallado e impresión,Captura de alergias desde catálogo,"Alergias muestra No registrado, un catálogo seleccionable y Agregar; el capítulo no demuestra la persistencia ni cómo se resuelve la contradicción con No registrado.",VISIBLE,CH17,CH17-E0029 | CH17-E0030,00:51:48.600 | 00:51:50.600,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0029_00h51m48s600ms_DETAIL.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0030_00h51m50s600ms_DETAIL.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F11,Reporte de salud detallado e impresión,Signos vitales agrupados por origen,"La subpestaña separa gráficos, registros clínicos de signos vitales y signos cargados por el paciente.",VISIBLE,CH17,CH17-E0038,00:52:00.600,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0038_00h52m00s600ms_DETAIL.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F12,Reporte de salud detallado e impresión,Listado de notas de enfermería,"Notas de enfermería muestra fecha, turno, recurso y nota clínica, con búsqueda, paginación, selección para impresión y acciones por fila.",VISIBLE,CH17,CH17-E0043 | CH17-E0046,00:52:08.400 | 00:52:09.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0043_00h52m08s400ms_DETAIL.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0046_00h52m09s800ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F13,Reporte de salud detallado e impresión,Edición de nota clínica,"El menú ofrece Editar y la secuencia de seguridad muestra un área de texto editable con control de guardado; no se demuestra versión, motivo ni preservación del original.",VISIBLE,CH17,CH17-E0048 | CH17-E0048,00:52:14.800 | 00:52:14.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0048_00h52m14s800ms_DETAIL.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/contact_sheets_safety/safety_005.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F14,Reporte de salud detallado e impresión,Auditoría de nota con IA,"El menú de la nota incluye Auditar con IA; no se evidencia proveedor, datos enviados, resultado, revisión humana ni persistencia.",VISIBLE,CH17,CH17-E0048,00:52:14.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0048_00h52m14s800ms_DETAIL.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F15,Reporte de salud detallado e impresión,Restricción de edición por rol,"La conversación indica que personal de enfermería no puede volver a editar después de guardar, mientras otro rol puede corregir ortografía; la pantalla no demuestra la matriz de permisos.",VERBAL,CH17,CH17-E0048,00:52:14.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0048_00h52m14s800ms_abrupt_change.jpg,VERBAL,MEDIUM,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F16,Reporte de salud detallado e impresión,Aplicación operativa de enfermería,"La narración describe una aplicación donde enfermería ve paciente asignado, hora, diagnóstico, médico, supervisores, registra signos vitales, evaluaciones y nota de enfermería; no se muestra esa aplicación.",VERBAL,CH17,CH17-E0046,00:52:09.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0046_00h52m09s800ms_abrupt_change.jpg,VERBAL,MEDIUM,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F17,Reporte de salud detallado e impresión,Compartir nota de enfermería por WhatsApp,La narración afirma que la nota podía compartirse por WhatsApp con el médico; no se observa interfaz ni protección del contenido.,VERBAL,CH17,CH17-E0048,00:52:14.800,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0048_00h52m14s800ms_abrupt_change.jpg,VERBAL,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
